ORDERID,PRODUCTID,CUSTOMERID,UNITPRICE,QUANTITY,NETSALES,UNITCOST
4882,61,27,120,3036,298742,90
2737,19,26,500,55,22550,375
1473,42,88,100,773,63386,75
4629,20,119,1000,220,180400,750
2741,50,41,500,324,132840,375
4890,61,71,120,1325,130380,90
1476,21,4,1500,82,100860,1125
2742,19,98,500,52,21320,375
4895,61,77,120,1467,144353,90
4644,20,70,1000,121,99220,750
1479,21,59,1500,57,70110,1125
2756,50,31,500,890,364900,375
4907,59,92,105,2894,249173,78
1484,21,95,1500,101,124230,1125
4651,20,32,1000,284,232880,750
2760,54,42,500,618,253380,375
4920,61,11,120,732,72029,90
1489,21,35,1500,108,132840,1125
4671,20,99,1000,92,75440,750
2761,19,51,500,22,9020,375
4921,61,13,120,2064,203098,90
1497,53,105,450,384,141696,337
4690,38,98,15,336,4133,11
2764,19,94,500,120,49200,375
4923,59,78,105,1300,111930,78
1500,21,15,1500,48,59040,1125
2770,19,63,500,113,46330,375
4698,20,109,1000,93,76260,750
4925,61,86,120,1784,175546,90
1515,53,30,450,368,135792,337
2773,50,74,500,612,250920,375
4710,38,113,15,166,2042,11
4927,59,112,105,2064,177710,78
1523,53,56,450,298,109962,337
2777,34,34,500,271,111110,375
4715,20,117,1000,206,168920,750
4930,61,100,120,990,97416,90
1525,42,75,100,1518,124476,75
2787,6,99,500,61,25010,375
4717,20,57,1000,130,106600,750
4934,61,46,120,1259,123886,90
2794,50,56,500,635,260350,375
1527,21,99,1500,24,29520,1125
4732,38,97,15,184,2263,11
4935,59,30,105,1596,137416,78
2796,19,91,500,61,25010,375
4744,20,32,1000,298,244360,750
4952,59,79,105,1320,113652,78
1546,21,16,1500,29,35670,1125
2797,34,101,500,183,75030,375
4744,38,32,15,676,8315,11
4959,61,59,120,1643,161671,90
1547,21,42,1500,38,46740,1125
2801,19,43,500,28,11480,375
4746,38,91,15,537,6605,11
4960,61,68,120,1238,121819,90
2807,19,59,500,82,33620,375
1565,42,117,100,1116,91512,75
4749,38,111,15,164,2017,11
2827,19,1,500,126,51660,375
4963,59,31,105,3426,294979,78
1567,42,9,100,645,52890,75
4753,20,50,1000,122,100040,750
2832,6,90,500,103,42230,375
1581,42,66,100,602,49364,75
4965,61,52,120,1259,123886,90
4754,20,65,1000,278,227960,750
2835,19,7,500,64,26240,375
1583,21,91,1500,48,59040,1125
4966,59,60,105,1658,142754,78
4774,20,38,1000,148,121360,750
2836,19,49,500,59,24190,375
4972,61,7,120,2064,203098,90
1593,42,53,100,1080,88560,75
4779,38,20,15,174,2140,11
2841,19,3,500,66,27060,375
4995,61,19,120,2064,203098,90
1594,21,114,1500,44,54120,1125
2848,19,18,500,30,12300,375
4780,38,43,15,141,1734,11
5000,61,111,120,1145,112668,90
2849,19,24,500,26,10660,375
1611,21,32,1500,82,100860,1125
4797,20,31,1000,234,191880,750
5032,61,11,120,753,74095,90
2862,54,83,500,306,125460,375
4801,20,75,1000,152,124640,750
1613,21,63,1500,82,100860,1125
5034,59,50,105,1073,92385,78
2869,19,46,500,53,21730,375
4802,38,64,15,524,6445,11
1616,21,79,1500,59,72570,1125
2902,19,107,500,39,15990,375
5049,59,12,105,1228,105731,78
4805,38,95,15,390,4797,11
1619,42,106,100,779,63878,75
2905,19,6,500,23,9430,375
4818,20,20,1000,82,67240,750
5051,61,83,120,990,97416,90
1622,21,27,1500,47,57810,1125
2926,50,119,500,626,256660,375
5052,61,89,120,1173,115423,90
1640,42,44,100,949,77818,75
4826,20,70,1000,75,61500,750
2932,19,112,500,64,26240,375
4832,20,117,1000,228,186960,750
5056,61,15,120,1341,131954,90
1641,21,61,1500,64,78720,1125
3441,50,59,500,957,392370,375
4836,20,83,1000,132,108240,750
5070,61,68,120,1306,128510,90
1645,42,85,100,849,69618,75
3447,50,42,500,718,294380,375
4838,20,112,1000,152,124640,750
3456,34,62,500,375,153750,375
1648,42,105,100,1026,84132,75
5084,59,112,105,2058,177194,78
4843,38,75,15,332,4084,11
3459,50,70,500,581,238210,375
1650,21,1,1500,88,108240,1125
5088,61,57,120,2343,230551,90
4846,20,32,1000,304,249280,750
3461,19,92,500,71,29110,375
1663,21,39,1500,36,44280,1125
5089,59,60,105,1685,145079,78
4853,20,71,1000,95,77900,750
3466,19,36,500,36,14760,375
1666,53,119,450,379,139851,337
5096,59,109,105,877,75510,78
3473,50,107,500,477,195570,375
5821,38,102,15,236,2903,11
5100,61,90,120,2921,287426,90
1672,21,41,1500,24,29520,1125
3474,50,13,500,710,291100,375
5822,20,22,1000,111,91020,750
5129,59,64,105,2174,187181,78
1675,21,113,1500,30,36900,1125
3480,19,109,500,36,14760,375
5824,20,71,1000,79,64780,750
5141,59,19,105,1985,170909,78
1676,21,23,1500,49,60270,1125
3488,6,48,500,107,43870,375
5142,59,65,105,4182,360070,78
5835,20,109,1000,110,90200,750
1678,21,71,1500,54,66420,1125
3498,50,105,500,631,258710,375
5144,61,79,120,1431,140810,90
1681,21,95,1500,110,135300,1125
3521,50,116,500,972,398520,375
5882,20,78,1000,69,56580,750
5146,61,120,120,1187,116801,90
3522,19,118,500,85,34850,375
1683,42,3,100,1127,92414,75
5152,61,89,120,1316,129494,90
5896,20,112,1000,104,85280,750
1698,21,80,1500,49,60270,1125
3530,19,45,500,45,18450,375
5158,61,105,120,1368,134611,90
5904,20,3,1000,171,140220,750
3530,50,45,500,495,202950,375
5162,59,83,105,1086,93505,78
1699,42,91,100,1158,94956,75
5907,20,13,1000,176,144320,750
5181,59,67,105,783,67416,78
1705,21,87,1500,29,35670,1125
5913,20,102,1000,176,144320,750
3540,50,2,500,1328,544480,375
5212,61,52,120,1341,131954,90
1707,53,103,450,554,204426,337
5917,20,86,1000,152,124640,750
3548,19,19,500,66,27060,375
5215,59,40,105,1011,87047,78
1716,21,73,1500,29,35670,1125
3554,19,92,500,74,30340,375
5933,20,104,1000,107,87740,750
5215,61,40,120,1011,99482,90
1716,42,73,100,679,55678,75
3560,19,18,500,40,16400,375
5938,20,67,1000,75,61500,750
5221,59,5,105,4262,366958,78
1727,21,24,1500,33,40590,1125
3561,19,23,500,65,26650,375
5942,38,31,15,356,4379,11
5232,61,98,120,1224,120442,90
1738,53,94,450,789,291141,337
3566,19,93,500,134,54940,375
5949,20,10,1000,68,55760,750
5234,61,26,120,2188,215299,90
1742,53,39,450,344,126936,337
3573,6,73,500,106,43460,375
1746,21,106,1500,35,43050,1125
3579,6,57,500,177,72570,375
5242,59,40,105,1043,89802,78
5949,38,10,15,79,972,11
1746,53,106,450,323,119187,337
5245,59,27,105,3316,285508,78
5992,20,86,1000,166,136120,750
3580,54,62,500,1099,450590,375
1749,21,16,1500,33,40590,1125
5249,59,106,105,1480,127428,78
3587,19,102,500,59,24190,375
1750,53,27,450,440,162360,337
5259,61,40,120,1075,105780,90
3599,19,21,500,44,18040,375
5264,59,49,105,1341,115460,78
1753,53,69,450,274,101106,337
5992,38,86,15,160,1968,11
3600,19,31,500,120,49200,375
5267,59,67,105,798,68708,78
1760,42,59,100,1321,108322,75
3609,19,24,500,34,13940,375
5993,38,112,15,110,1353,11
5271,59,71,105,958,82484,78
3641,19,6,500,26,10660,375
1762,53,76,450,283,104427,337
5994,20,3,1000,178,145960,750
3657,19,83,500,37,15170,375
5310,61,9,120,998,98203,90
5999,38,19,15,117,1439,11
1768,42,90,100,832,68224,75
3658,19,107,500,38,15580,375
1769,21,101,1500,37,45510,1125
6003,20,111,1000,107,87740,750
5315,59,98,105,1345,115805,78
5318,61,111,120,1063,104599,90
3660,50,11,500,615,252150,375
6006,20,7,1000,65,53300,750
1769,42,101,100,841,68962,75
6011,38,90,15,217,2669,11
5335,59,108,105,2170,186837,78
1772,21,28,1500,55,67650,1125
3705,19,28,500,94,38540,375
3709,19,2,500,135,55350,375
6296,61,22,120,2092,205853,90
1774,53,45,450,222,81918,337
6021,38,51,15,75,923,11
3721,19,98,500,57,23370,375
6298,61,109,120,1671,164426,90
6025,20,27,1000,308,252560,750
1781,21,107,1500,33,40590,1125
3722,50,58,500,953,390730,375
6304,59,77,105,1733,149211,78
6032,20,37,1000,65,53300,750
1812,21,118,1500,79,97170,1125
3735,19,111,500,26,10660,375
6308,61,72,120,1547,152225,90
6039,20,52,1000,166,136120,750
3741,19,63,500,136,55760,375
1819,21,112,1500,59,72570,1125
6329,61,27,120,2434,239506,90
6046,38,9,15,81,996,11
3752,19,88,500,69,28290,375
6352,59,80,105,956,82312,78
6047,20,10,1000,76,62320,750
3766,19,15,500,68,27880,375
6353,61,86,120,2642,259973,90
3772,19,75,500,68,27880,375
6054,20,79,1000,96,78720,750
6355,61,98,120,1346,132446,90
3773,19,93,500,136,55760,375
6058,20,22,1000,131,107420,750
6357,59,56,105,2542,218866,78
3795,34,49,500,280,114800,375
6066,20,1,1000,158,129560,750
6359,61,106,120,1874,184402,90
3797,19,70,500,48,19680,375
6068,20,70,1000,73,59860,750
6365,59,31,105,3901,335876,78
3800,19,6,500,29,11890,375
6091,20,42,1000,64,52480,750
3802,19,40,500,38,15580,375
6369,61,92,120,3523,346663,90
6097,20,114,1000,182,149240,750
6108,38,97,15,63,775,11
6377,61,96,120,1824,179482,90
3823,50,95,500,1413,579330,375
3825,54,114,500,744,305040,375
6381,61,67,120,905,89052,90
6109,38,3,15,140,1722,11
3834,19,21,500,36,14760,375
6405,61,87,120,1837,180761,90
6113,20,104,1000,125,102500,750
3851,50,89,500,922,378020,375
6407,61,104,120,1358,133627,90
6115,20,109,1000,130,106600,750
3858,19,71,500,70,28700,375
6417,61,86,120,2743,269911,90
6120,38,50,15,112,1378,11
3866,19,19,500,70,28700,375
6419,59,19,105,1534,132077,78
6122,38,81,15,51,627,11
3868,50,43,500,390,159900,375
6420,61,40,120,1861,183122,90
6125,20,94,1000,144,118080,750
3878,19,78,500,33,13530,375
6421,61,78,120,1220,120048,90
6134,38,3,15,145,1784,11
3885,19,13,500,70,28700,375
6138,20,58,1000,138,113160,750
6423,61,80,120,993,97711,90
3893,19,109,500,31,12710,375
6138,38,58,15,105,1292,11
6438,61,117,120,2517,247673,90
3898,50,72,500,372,152520,375
6140,20,78,1000,84,68880,750
6457,61,119,120,2718,267451,90
2942,19,111,500,24,9840,375
6150,20,119,1000,167,136940,750
2945,19,53,500,48,19680,375
6458,59,9,105,1094,94193,78
6152,20,67,1000,80,65600,750
2953,19,100,500,58,23780,375
6159,38,65,15,211,2595,11
2955,19,104,500,64,26240,375
6461,59,100,105,2516,216628,78
2964,6,59,500,193,79130,375
6166,38,42,15,51,627,11
6464,61,74,120,1408,138547,90
2964,19,59,500,79,32390,375
6169,38,1,15,128,1574,11
2964,34,59,500,324,132840,375
6469,59,76,105,930,80073,78
6173,20,12,1000,174,142680,750
6469,61,76,120,930,91512,90
6176,20,72,1000,132,108240,750
6476,61,22,120,2415,237636,90
6194,38,74,15,77,947,11
6486,61,85,120,971,95546,90
6196,38,9,15,65,800,11
6504,61,105,120,1789,176038,90
6200,38,79,15,66,812,11
1824,21,89,1500,53,65190,1125
6516,61,75,120,1444,142090,90
6203,38,109,15,94,1156,11
6204,20,3,1000,197,161540,750
1838,21,15,1500,53,65190,1125
6518,61,119,120,3061,301202,90
6207,20,65,1000,298,244360,750
1839,21,18,1500,32,39360,1125
6520,59,24,105,1533,131991,78
6209,20,75,1000,91,74620,750
6523,48,78,95,474,36925,71
1841,21,28,1500,57,70110,1125
6209,38,75,15,70,861,11
1857,21,31,1500,66,81180,1125
6526,61,98,120,1482,145829,90
6532,59,12,105,2389,205693,78
6211,38,18,15,101,1242,11
1874,21,57,1500,61,75030,1125
6551,61,3,120,2557,251609,90
6215,20,36,1000,74,60680,750
1878,21,46,1500,51,62730,1125
6563,61,70,120,1226,120638,90
1880,21,56,1500,41,50430,1125
6216,38,38,15,36,443,11
6564,59,74,105,1226,105559,78
6234,20,78,1000,85,69700,750
1884,21,7,1500,66,81180,1125
6572,59,52,105,2287,196911,78
6239,20,24,1000,108,88560,750
1885,21,16,1500,37,45510,1125
6574,61,80,120,1099,108142,90
6258,20,40,1000,138,113160,750
6575,59,49,105,1316,113308,78
1893,21,88,1500,41,50430,1125
6265,20,105,1000,129,105780,750
1908,42,63,100,2120,173840,75
6576,61,58,120,1884,185386,90
6280,20,27,1000,291,238620,750
6589,61,9,120,1009,99286,90
1917,21,96,1500,31,38130,1125
6288,38,76,15,38,467,11
6598,61,69,120,926,91118,90
1917,42,96,100,698,57236,75
6600,59,93,105,1853,159543,78
6295,38,15,15,71,873,11
1921,21,74,1500,58,71340,1125
6626,59,70,105,1200,103320,78
5379,38,22,15,144,1771,11
6635,59,92,105,3471,298853,78
1923,21,27,1500,50,61500,1125
5417,20,5,1000,330,270600,750
6637,61,15,120,1866,183614,90
1938,21,70,1500,39,47970,1125
5425,20,15,1000,72,59040,750
6640,61,72,120,1866,183614,90
1960,21,67,1500,51,62730,1125
5438,38,74,15,225,2768,11
6653,61,108,120,1983,195127,90
5445,20,65,1000,216,177120,750
1969,21,45,1500,28,34440,1125
6654,59,110,105,1252,107797,78
5446,38,13,15,295,3629,11
1971,42,92,100,1470,120540,75
6665,59,65,105,3523,303330,78
5447,20,55,1000,106,86920,750
6680,61,93,120,1905,187452,90
5456,20,77,1000,96,78720,750
1982,21,57,1500,65,79950,1125
6698,59,85,105,1030,88683,78
5457,20,102,1000,132,108240,750
6700,59,112,105,1866,160663,78
1988,21,14,1500,30,36900,1125
5460,38,80,15,150,1845,11
6706,61,111,120,1383,136087,90
5465,20,92,1000,166,136120,750
6770,61,106,120,2159,212446,90
5488,20,92,1000,173,141860,750
6793,61,27,120,4037,397241,90
5489,20,119,1000,155,127100,750
5500,20,85,1000,85,69700,750
1992,21,85,1500,46,56580,1125
5505,20,112,1000,125,102500,750
1996,42,12,100,918,75276,75
5508,38,86,15,207,2546,11
2003,21,70,1500,42,51660,1125
5543,38,18,15,171,2103,11
2005,21,105,1500,49,60270,1125
5554,20,86,1000,121,99220,750
2019,21,39,1500,47,57810,1125
5562,38,77,15,187,2300,11
2025,21,21,1500,28,34440,1125
5567,20,85,1000,89,72980,750
2026,21,28,1500,64,78720,1125
5575,20,114,1000,166,136120,750
2027,21,34,1500,77,94710,1125
5575,38,114,15,293,3604,11
2030,21,90,1500,39,47970,1125
5577,38,9,15,133,1636,11
2035,21,27,1500,49,60270,1125
5596,38,65,15,337,4145,11
2036,21,69,1500,33,40590,1125
5597,20,92,1000,191,156620,750
2037,21,76,1500,36,44280,1125
5621,20,114,1000,170,139400,750
2052,53,14,450,283,104427,337
5621,38,114,15,268,3296,11
2060,21,41,1500,33,40590,1125
6800,59,6,105,1007,86703,78
5632,20,77,1000,113,92660,750
2065,21,87,1500,36,44280,1125
2082,42,110,100,1294,106108,75
5649,20,80,1000,96,78720,750
6810,48,52,95,1058,82418,71
2094,21,10,1500,26,31980,1125
5655,38,95,15,396,4871,11
2096,21,39,1500,44,54120,1125
6811,61,106,120,2239,220318,90
2110,21,67,1500,48,59040,1125
5663,20,67,1000,73,59860,750
6814,61,50,120,2650,260760,90
2126,21,28,1500,67,82410,1125
6818,59,34,105,2093,180207,78
5677,38,26,15,341,4194,11
2135,21,97,1500,47,57810,1125
6819,59,90,105,2871,247193,78
5683,20,71,1000,78,63960,750
2140,21,93,1500,121,148830,1125
5685,20,12,1000,120,98400,750
6824,61,115,120,967,95153,90
2143,53,31,450,676,249444,337
5697,38,57,15,436,5363,11
6826,48,77,95,730,56867,71
2145,21,55,1500,68,83640,1125
5699,38,101,15,201,2472,11
6829,59,92,105,3286,282925,78
2151,21,7,1500,72,88560,1125
6831,59,37,105,1126,96949,78
5708,38,10,15,83,1021,11
2161,21,17,1500,25,30750,1125
6832,59,71,105,1139,98068,78
5715,38,96,15,141,1734,11
2165,21,65,1500,97,119310,1125
6845,61,114,120,2650,260760,90
5719,20,49,1000,111,91020,750
2176,21,114,1500,57,70110,1125
6846,61,98,120,1749,172102,90
5724,20,77,1000,120,98400,750
2182,53,19,450,447,164943,337
6847,61,9,120,1033,101647,90
2191,42,25,100,958,78556,75
5727,20,61,1000,175,143500,750
6853,61,15,120,2226,219038,90
2192,21,75,1500,67,82410,1125
5729,20,24,1000,86,70520,750
6889,59,13,105,2690,231609,78
2206,53,85,450,469,173061,337
5740,38,105,15,129,1587,11
2207,21,87,1500,40,49200,1125
6898,61,110,120,1264,124378,90
5761,38,31,15,383,4711,11
2219,21,39,1500,46,56580,1125
6913,48,40,95,741,57724,71
5780,20,57,1000,304,249280,750
2232,42,76,100,885,72570,75
6916,61,115,120,1022,100565,90
5781,38,5,15,476,5855,11
2235,42,19,100,1161,95202,75
6918,59,36,105,1291,111155,78
5793,20,61,1000,182,149240,750
2253,42,27,100,1236,101352,75
6931,61,73,120,981,96530,90
5796,38,110,15,103,1267,11
2258,21,90,1500,42,51660,1125
6934,59,60,105,2158,185804,78
5797,38,52,15,206,2534,11
2261,42,114,100,1347,110454,75
6935,61,85,120,1210,119064,90
2264,21,3,1500,59,72570,1125
4879,38,68,15,202,2485,11
6936,61,90,120,3252,319997,90
2265,42,25,100,990,81180,75
4882,38,27,15,500,6150,11
2277,21,97,1500,51,62730,1125
6941,59,96,105,2178,187526,78
4890,38,71,15,217,2669,11
2278,42,107,100,901,73882,75
6952,61,13,120,2690,264696,90
4893,20,65,1000,304,249280,750
2282,21,86,1500,90,110700,1125
6961,59,108,105,2246,193381,78
4896,38,81,15,322,3961,11
2295,21,19,1500,53,65190,1125
6979,61,78,120,1425,140220,90
4902,20,61,1000,304,249280,750
2315,42,32,100,2323,190486,75
6987,61,57,120,5440,535296,90
4908,38,95,15,404,4969,11
2320,53,13,450,450,166050,337
7003,61,101,120,2568,252691,90
2331,21,85,1500,54,66420,1125
4926,20,102,1000,90,73800,750
7006,61,55,120,2421,238226,90
2335,21,59,1500,82,100860,1125
4928,20,64,1000,139,113980,750
7011,59,27,105,4731,407339,78
2336,42,76,100,917,75194,75
4939,20,118,1000,136,111520,750
2348,42,63,100,2372,194504,75
7026,61,49,120,1645,161868,90
4940,20,20,1000,90,73800,750
2349,21,69,1500,33,40590,1125
7034,48,100,95,1066,83041,71
4941,20,40,1000,122,100040,750
2350,21,97,1500,53,65190,1125
7052,61,39,120,1165,114636,90
4962,20,116,1000,113,92660,750
7053,59,40,105,1946,167551,78
2364,21,41,1500,35,43050,1125
2371,21,18,1500,38,46740,1125
4974,38,115,15,182,2239,11
7054,61,85,120,1083,106567,90
2380,21,37,1500,71,87330,1125
4977,38,64,15,305,3752,11
7056,59,109,105,1206,103837,78
2407,21,59,1500,87,107010,1125
4987,38,71,15,224,2755,11
7070,61,68,120,1631,160490,90
2413,42,21,100,701,57482,75
4995,38,19,15,328,4034,11
7071,61,79,120,1453,142975,90
2431,21,101,1500,48,59040,1125
5002,20,64,1000,148,121360,750
7087,59,18,105,1658,142754,78
2433,21,34,1500,69,84870,1125
5008,38,61,15,656,8069,11
7093,59,78,105,1576,135694,78
2446,42,2,100,2195,179990,75
5014,20,9,1000,55,45100,750
7101,59,97,105,1439,123898,78
2448,21,19,1500,57,70110,1125
5015,38,18,15,152,1870,11
2453,21,45,1500,34,41820,1125
7102,61,83,120,1000,98400,90
5020,20,98,1000,154,126280,750
2455,21,72,1500,27,33210,1125
7104,61,110,120,1439,141598,90
5024,20,95,1000,184,150880,750
2465,21,110,1500,69,84870,1125
7110,61,85,120,1028,101155,90
5025,20,104,1000,154,126280,750
2486,21,36,1500,29,35670,1125
7114,61,113,120,1000,98400,90
5029,20,77,1000,121,99220,750
2490,21,46,1500,56,68880,1125
7116,59,111,105,1645,141635,78
5029,38,77,15,259,3186,11
2493,42,114,100,1468,120376,75
7121,61,112,120,2097,206345,90
5038,20,116,1000,117,95940,750
7127,61,49,120,1562,153701,90
2494,42,1,100,2922,239604,75
7141,61,98,120,2138,210379,90
5038,38,116,15,250,3075,11
2495,42,15,100,1518,124476,75
7152,61,13,120,2742,269813,90
2505,21,119,1500,60,73800,1125
5048,20,106,1000,100,82000,750
7158,59,9,105,1302,112102,78
2516,21,37,1500,74,91020,1125
5052,20,89,1000,87,71340,750
2548,21,26,1500,59,72570,1125
7184,59,41,105,1613,138879,78
5069,20,63,1000,188,154160,750
2555,42,97,100,1359,111438,75
7186,59,87,105,2451,211031,78
5077,38,27,15,496,6101,11
2562,21,109,1500,33,40590,1125
7186,61,87,120,2451,241178,90
5092,38,106,15,198,2435,11
2566,53,85,450,562,207378,337
7196,59,88,105,2388,205607,78
5094,20,61,1000,164,134480,750
2576,21,74,1500,74,91020,1125
7202,59,90,105,3897,335532,78
5107,20,86,1000,152,124640,750
2584,42,3,100,1560,127920,75
7205,59,105,105,1975,170048,78
5108,20,92,1000,244,200080,750
2589,21,81,1500,70,86100,1125
7212,61,42,120,1363,134119,90
5114,38,75,15,320,3936,11
7224,61,85,120,1001,98498,90
2593,21,118,1500,96,118080,1125
5130,20,66,1000,74,60680,750
2594,21,5,1500,128,157440,1125
7236,59,90,105,4023,346380,78
5132,20,91,1000,163,133660,750
2603,21,25,1500,51,62730,1125
7236,61,90,120,4023,395863,90
5148,38,77,15,281,3456,11
2625,21,113,1500,42,51660,1125
7269,61,96,120,2197,216185,90
5151,20,55,1000,153,125460,750
2636,42,35,100,3356,275192,75
7276,61,57,120,6128,602995,90
5155,38,31,15,573,7048,11
2643,21,58,1500,89,109470,1125
7313,61,48,120,1098,108043,90
5159,20,106,1000,99,81180,750
7328,61,44,120,1006,98990,90
2657,42,120,100,2144,175808,75
7344,61,70,120,1205,118572,90
2671,21,45,1500,37,45510,1125
